end,item1,item2,item3,item4,lvl,name,server,sex,special_features1,special_features2,special_features3,special_features4,special_features5,start,status_auction,tc,vocation
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",9,Tharunn,Gladera,Male,110x a health potion (Store Item),430x a mana potion (Store Item),111 Sword Fighting (Loyalty bonus not included),104 Shielding (Loyalty bonus not included),,"Aug 29 2020, 10:10 CEST",Sold,501,Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",147,Cutu rockefeller,Wintera,Male,82x an ultimate mana potion (Store Item),Character World Transfer available,69 Magic Level (Loyalty bonus not included),,,"Aug 29 2020, 10:11 CEST",Not Sold,1000,Elder Druid
"Aug 30 2020, 10:00 CEST","2x ""a shadow sceptre""","2x ""a glorious axe""","5x ""a cucumber""","""(no item for display selected)""",230,Cleverley,Secura,Male,230 Level,"Blessings active: 5/7, Twist of Fate active: yes","246640 Gold total in bank, inventory and depot",6 Quests completed,98 Sword Fighting (Loyalty bonus not included),"Aug 29 2020, 10:10 CEST",Sold,760,Elite Knight
"Aug 30 2020, 10:00 CEST","""a special flask""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",160,Gero Petrov,Wintera,Male,280x a supreme health potion (Store Item),107 Sword Fighting (Loyalty bonus not included),Character World Transfer available,9 Magic Level (Loyalty bonus not included),"160799 Gold total in bank, inventory and depot","Aug 29 2020, 10:11 CEST",Not Sold,750,Elite Knight
"Aug 30 2020, 10:00 CEST","""boots of haste""","""a demon shield""","""a blue robe""","""a batwing hat""",60,Waxia,Torpera,Male,Character World Transfer available,"89902 Gold total in bank, inventory and depot","Achievement ""Natural Born Cowboy"" accomplished",60 Level,"Achievement ""Seasoned Adventurer"" accomplished","Aug 29 2020, 10:07 CEST",Sold,251,Elder Druid
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",83,Meeu Macho,Solidera,Male,"Blessings active: 5/7, Twist of Fate active: yes",111 Sword Fighting (Loyalty bonus not included),2 Quests completed,104 Shielding (Loyalty bonus not included),8 Achievement Points,"Aug 29 2020, 10:10 CEST",Sold,458,Elite Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",370,Marolah Dazarabia,Serdebra,Female,"Blessings active: 7/7, Twist of Fate active: yes","Total Charm Points 1925, Unused Charm Points: 325",101 Sword Fighting (Loyalty bonus not included),95 Shielding (Loyalty bonus not included),10 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:12 CEST",Sold,3151,Elite Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",19,Mari Salvatore,Nossobra,Female,Character World Transfer available,101 Distance Fighting (Loyalty bonus not included),1 Achievement Points,,,"Aug 29 2020, 10:09 CEST",Not Sold,350,Paladin
"Aug 30 2020, 10:00 CEST","""a book backpack""","""the crown of the percht queen""","""(no item for display selected)""","""(no item for display selected)""",119,Elite Wagner,Secura,Male,95 Sword Fighting (Loyalty bonus not included),"Hirelings total: 1, Professions: 1, Outfits: 0",8 Magic Level (Loyalty bonus not included),Store Mounts: 1,,"Aug 29 2020, 10:10 CEST",Sold,600,Elite Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",8,Drunk Bat Man,Firmera,Male,101 Distance Fighting (Loyalty bonus not included),,,,,"Aug 29 2020, 10:08 CEST",Not Sold,300,Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",539,Ma tttie,Peloria,Male,225 Achievement Points,"Total Charm Points 2925, Unused Charm Points: 125",19 Quests completed,Unlocked Powerful Imbuements: 8,,"Aug 29 2020, 10:08 CEST",Not Sold,12200,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",270,Worms Ninja,Quelibra,Male,,,,,,"Aug 29 2020, 10:12 CEST",Sold,2500,Paladin
"Aug 30 2020, 10:00 CEST","""a demon helmet""","""a focus cape""","32x ""a crude horn of bone""","""alloy legs""",135,Sdfly nbdie,Ferobra,Male,406x an ultimate mana potion (Store Item),135 Level,83 Magic Level (Loyalty bonus not included),50 Achievement Points,,"Aug 29 2020, 10:11 CEST",Sold,661,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""a backpack of holding""","""a focus cape""","""a batwing hat""","""a wooden spellbook""",201,Di Capua,Lutabra,Female,78 Magic Level (Loyalty bonus not included),"Achievement ""High Inquisitor"" accomplished","Total Charm Points 1090, Unused Charm Points: 290",Character World Transfer available,"Achievement ""Rathleton Citizen"" accomplished","Aug 29 2020, 10:12 CEST",Not Sold,1250,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""boots of haste""","""a pair of soft boots""","""a spellbook of mind control""","""a glacial rod""",80,Chess Wizard,Talera,Male,623x a great mana potion (Store Item),"Blessings active: 5/7, Twist of Fate active: yes",Character World Transfer available,18 Achievement Points,,"Aug 29 2020, 10:12 CEST",Sold,146,Elder Druid
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",175,Vami Julmort,Ombra,Male,877x an ultimate spirit potion (Store Item),Character World Transfer available,175 Level,25 Magic Level (Loyalty bonus not included),104 Distance Fighting (Loyalty bonus not included),"Aug 29 2020, 10:09 CEST",Sold,853,Royal Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",172,Kalthania Ghar,Antica,Female,"Blessings active: 7/7, Twist of Fate active: yes",107 Sword Fighting (Loyalty bonus not included),101 Shielding (Loyalty bonus not included),9 Magic Level (Loyalty bonus not included),172 Level,"Aug 29 2020, 10:12 CEST",Sold,1001,Elite Knight
"Aug 30 2020, 10:00 CEST","""a backpack of holding""","""dwarven legs""","""an ornate shield""","""a mycological mace""",200,Diezdeabril,Torpera,Male,1x a hireling lamp (Store Item),89 Club Fighting (Loyalty bonus not included),"Hirelings total: 1, Professions: 1, Outfits: 0",Additional Slots: Prey,9 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:07 CEST",Sold,1500,Elite Knight
"Aug 30 2020, 10:00 CEST","""a spellbook of dark mysteries""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",192,Rawwz,Talera,Male,119 Achievement Points,"Achievement ""High Inquisitor"" accomplished",Character World Transfer available,76 Magic Level (Loyalty bonus not included),,"Aug 29 2020, 10:12 CEST",Not Sold,900,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""a yalahari mask""","""a whacking driller of fate""","""(no item for display selected)""","""(no item for display selected)""",178,Guzana,Ysolera,Male,1x a reward shrine (Store Item),"Total Charm Points 245, Unused Charm Points: 245",75 Magic Level (Loyalty bonus not included),Store Outfits: 1,Store Decoration Items: 1,"Aug 29 2020, 10:05 CEST",Sold,3000,Elder Druid
"Aug 30 2020, 10:00 CEST","""a knight armor""","""a sapphire hammer""","""Zaoan legs""","""a mino shield""",39,Kevina Galfi,Dibra,Female,97 Shielding (Loyalty bonus not included),Character World Transfer available,Monsters in Bestiary completed: 5,104 Club Fighting (Loyalty bonus not included),5 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:07 CEST",Sold,651,Knight
"Aug 30 2020, 10:00 CEST","""boots of haste""","446x ""a great fireball rune""","""a medusa shield""","373x ""a brown mushroom""",45,Amoeba Civicao,Honbra,Female,75x a mana potion (Store Item),9 Achievement Points,"Blessings active: 5/7, Twist of Fate active: yes",Daily Reward Streak: 9/7,50 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:09 CEST",Not Sold,100,Elder Druid
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",206,Algandi Bombfull,Tortura,Male,,,,,,"Aug 29 2020, 10:06 CEST",Not Sold,1250,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""a focus cape""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",122,Zeroo Quinze Fa,Libertabra,Male,7 Quests completed,35 Achievement Points,"Total Charm Points 255, Unused Charm Points: 255",66 Magic Level (Loyalty bonus not included),122 Level,"Aug 29 2020, 10:09 CEST",Sold,1002,Elder Druid
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",361,Gui Cachaceiro,Zenobra,Male,,,,,,"Aug 29 2020, 10:06 CEST",Sold,6000,Royal Paladin
"Aug 30 2020, 10:00 CEST","8x ""a spellwand""","1,167x ""an avalanche rune""","2x ""a northern star""","""a blueberry cupcake""",104,Tepitena,Solidera,Female,24 Achievement Points,"Blessings active: 7/7, Twist of Fate active: yes","244628 Gold total in bank, inventory and depot",104 Level,65 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:10 CEST",Not Sold,650,Elder Druid
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",35,Pyde,Premia,Female,,,,,,"Aug 29 2020, 10:07 CEST",Sold,101,Royal Paladin
"Aug 30 2020, 10:00 CEST","3x ""a dwarven ring""","""a jewelled backpack""","37x ""a brocade backpack""","""a mushroom backpack""",106,Bebessauro,Gladera,Male,730x a mana potion (Store Item),400x a supreme health potion (Store Item),7 Achievement Points,108 Sword Fighting (Loyalty bonus not included),"17098 Gold total in bank, inventory and depot","Aug 29 2020, 10:10 CEST",Not Sold,750,Elite Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",206,Jopofotoco,Assombra,Female,,,,,,"Aug 29 2020, 10:07 CEST",Sold,2301,Elite Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",317,Falyn Turin,Gentebra,Male,102 Axe Fighting (Loyalty bonus not included),Unlocked Powerful Imbuements: 14,96 Shielding (Loyalty bonus not included),"Total Charm Points 1055, Unused Charm Points: 455",,"Aug 29 2020, 10:11 CEST",Sold,2976,Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",50,Sup Brother,Emera,Male,94 Shielding (Loyalty bonus not included),,,,,"Aug 29 2020, 10:06 CEST",Sold,174,Elite Knight
"Aug 30 2020, 10:00 CEST","""blue legs""","""a mining helmet""","""an elvish bow""","""a paladin armor""",64,Hollitend,Quintera,Male,112 Distance Fighting (Loyalty bonus not included),102 Shielding (Loyalty bonus not included),16 Magic Level (Loyalty bonus not included),,,"Aug 29 2020, 10:07 CEST",Not Sold,500,Royal Paladin
"Aug 30 2020, 10:00 CEST","""a demon helmet""","""dwarven legs""","""a demon shield""","""a squeezing gear of girlpower""",100,Kejpi Amatorka,Unica,Male,3837x a great mana potion (Store Item),"Blessings active: 5/7, Twist of Fate active: no","Total Charm Points 90, Unused Charm Points: 90","88149 Gold total in bank, inventory and depot",Character World Transfer available,"Aug 29 2020, 10:05 CEST",Sold,261,Elder Druid
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",129,Myth Vath,Serenebra,Female,125 Achievement Points,"Total Charm Points 700, Unused Charm Points: 700",10 Quests completed,129 Level,68 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:09 CEST",Sold,401,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""a royal helmet""","""a demon shield""","""a paladin armor""","""a Zaoan armor""",85,Chesk Din,Noctera,Male,105 Distance Fighting (Loyalty bonus not included),95 Shielding (Loyalty bonus not included),Character World Transfer available,"Blessings active: 4/7, Twist of Fate active: yes",,"Aug 29 2020, 10:08 CEST",Not Sold,1000,Royal Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",499,Fontane,Secura,Male,414 Achievement Points,111 Shielding (Loyalty bonus not included),Character World Transfer available,117 Axe Fighting (Loyalty bonus not included),11 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:10 CEST",Sold,10686,Elite Knight
"Aug 30 2020, 10:00 CEST","""a prismatic armor""","""prismatic legs""","""prismatic boots""","""a rift bow""",188,Vreq,Noctera,Male,29 Magic Level (Loyalty bonus not included),105 Distance Fighting (Loyalty bonus not included),93 Shielding (Loyalty bonus not included),,,"Aug 29 2020, 10:08 CEST",Not Sold,2500,Paladin
"Aug 30 2020, 10:00 CEST","""ornate legs""","""an ornate shield""","""a prismatic armor""","""a shiny blade""",257,Gir Trudes,Honbra,Male,56 Achievement Points,"Total Charm Points 1041, Unused Charm Points: 441",Character World Transfer available,10 Magic Level (Loyalty bonus not included),100 Sword Fighting (Loyalty bonus not included),"Aug 29 2020, 10:09 CEST",Sold,2001,Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",140,Sweet Difficil,Serdebra,Female,440x a supreme health potion (Store Item),98 Shielding (Loyalty bonus not included),140 Level,105 Club Fighting (Loyalty bonus not included),Character World Transfer available,"Aug 29 2020, 10:12 CEST",Sold,951,Elite Knight
"Aug 30 2020, 10:00 CEST","""a wood cape""","""a master archer's armor""","""Zaoan legs""","""a rift bow""",137,Feli Sirin,Assombra,Male,825x an ultimate spirit potion (Store Item),430x a strong mana potion (Store Item),103 Distance Fighting (Loyalty bonus not included),Character World Transfer available,,"Aug 29 2020, 10:07 CEST",Sold,979,Royal Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",104,Roque Ek,Damora,Male,"Total Charm Points 912, Unused Charm Points: 312",91 Sword Fighting (Loyalty bonus not included),Character World Transfer available,9 Magic Level (Loyalty bonus not included),Monsters in Bestiary completed: 57,"Aug 29 2020, 10:07 CEST",Sold,352,Elite Knight
"Aug 30 2020, 10:00 CEST","""boots of haste""","""a backpack of holding""","""a mastermind shield""","""a nightmare blade""",130,Kratos Tankador,Dibra,Male,140x an ultimate health potion (Store Item),"Achievement ""Annihilator"" accomplished",106 Sword Fighting (Loyalty bonus not included),97 Shielding (Loyalty bonus not included),8 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:07 CEST",Not Sold,1500,Elite Knight
"Aug 30 2020, 10:00 CEST","""a jewel case""","""void boots""","""(no item for display selected)""","""(no item for display selected)""",295,Jo Zee,Bona,Male,5x a rolled-up crested carpet (Store Item),87 Magic Level (Loyalty bonus not included),"Total Charm Points 790, Unused Charm Points: 190",,,"Aug 29 2020, 10:07 CEST",Sold,2698,Master Sorcerer
"Aug 30 2020, 10:00 CEST","2x ""a crystal coin""","""a stuffed dragon""","""a Zaoan helmet""","2x ""a cake backpack""",121,Hell Archer Warriors,Belobra,Male,"487708 Gold total in bank, inventory and depot",101 Distance Fighting (Loyalty bonus not included),90 Shielding (Loyalty bonus not included),121 Level,,"Aug 29 2020, 10:11 CEST",Not Sold,550,Royal Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",502,Bitutz,Belobra,Female,"Blessings active: 7/7, Twist of Fate active: no","Total Charm Points 2100, Unused Charm Points: 500",502 Level,103 Magic Level (Loyalty bonus not included),,"Aug 29 2020, 10:11 CEST",Sold,8201,Elder Druid
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",406,Mister blake,Premia,Male,"Total Charm Points 2106, Unused Charm Points: 906",117 Distance Fighting (Loyalty bonus not included),31 Magic Level (Loyalty bonus not included),Unlocked Powerful Imbuements: 19,15 Quests completed,"Aug 29 2020, 10:07 CEST",Sold,9001,Royal Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",187,Thon Shaverill,Gladera,Male,187 Level,112 Distance Fighting (Loyalty bonus not included),Store Mounts: 1,19 Quests completed,"Blessings active: 7/7, Twist of Fate active: yes","Aug 29 2020, 10:10 CEST",Not Sold,2500,Royal Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",306,Xamera,Epoca,Female,,,,,,"Aug 29 2020, 10:07 CEST",Sold,3000,Elite Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",41,Rubinhah,Wintera,Female,780x an ultimate spirit potion (Store Item),115 Distance Fighting (Loyalty bonus not included),105 Shielding (Loyalty bonus not included),41 Level,17 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:11 CEST",Sold,1411,Royal Paladin
"Aug 30 2020, 10:00 CEST","""a backpack of holding""","""a golden armor""","""a vampire shield""","""Koshei's ancient amulet""",159,Escanor Dazarabia,Libertabra,Female,20 Achievement Points,,,,,"Aug 29 2020, 10:09 CEST",Not Sold,4250,Elite Knight
"Aug 30 2020, 10:00 CEST","2x ""instable proto matter""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",40,Blomster Finn,Monza,Male,"Blessings active: 5/7, Twist of Fate active: no",1 Achievement Points,110 Club Fighting (Loyalty bonus not included),103 Shielding (Loyalty bonus not included),,"Aug 29 2020, 10:07 CEST",Sold,351,Elite Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",40,Aika Lya,Menera,Female,114 Club Fighting (Loyalty bonus not included),106 Shielding (Loyalty bonus not included),,,,"Aug 29 2020, 10:08 CEST",Not Sold,1250,Knight
"Aug 30 2020, 10:00 CEST","""a composite hornbow""","""a paladin armor""","""a yalahari leg piece""","""a Zaoan helmet""",241,Allucardysz,Descubra,Male,Additional Slots: Prey,Character World Transfer available,106 Distance Fighting (Loyalty bonus not included),94 Shielding (Loyalty bonus not included),Store Outfits: 1,"Aug 29 2020, 10:08 CEST",Sold,2676,Royal Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",115,Paciepnik,Refugia,Male,100 Sword Fighting (Loyalty bonus not included),93 Shielding (Loyalty bonus not included),,,,"Aug 29 2020, 10:05 CEST",Sold,203,Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",83,Savage Bolter,Calmera,Male,,,,,,"Aug 29 2020, 10:07 CEST",Sold,151,Paladin
"Aug 30 2020, 10:00 CEST","""a winterblade""","""a cobra hood""","""fabulous legs""","""a lion longsword""",280,Hillam Tankanada,Zenobra,Male,"Total Charm Points 1251, Unused Charm Points: 651",280 Level,9 Magic Level (Loyalty bonus not included),Character World Transfer available,,"Aug 29 2020, 10:06 CEST",Not Sold,10000,Elite Knight
"Aug 30 2020, 10:00 CEST","2x ""a special flask""","""a platinum amulet""","""a crystal wand""","""a ceremonial ankh""",105,Tinpu Rei,Relembra,Male,568x a great mana potion (Store Item),17 Achievement Points,"Blessings active: 5/7, Twist of Fate active: no","Total Charm Points 165, Unused Charm Points: 165",61 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:09 CEST",Sold,401,Elder Druid
"Aug 30 2020, 10:00 CEST","""boots of haste""","""a focus cape""","""a spellbook of mind control""","""a dream blossom staff""",95,Zuccyndiassai,Quelibra,Female,"Blessings active: 7/7, Twist of Fate active: yes",60 Magic Level (Loyalty bonus not included),9 Achievement Points,,,"Aug 29 2020, 10:12 CEST",Sold,450,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",12,Laturina Ravazy,Lobera,Female,101 Distance Fighting (Loyalty bonus not included),91 Shielding (Loyalty bonus not included),"Blessings active: 5/7, Twist of Fate active: no",Character World Transfer available,,"Aug 29 2020, 10:12 CEST",Not Sold,199,Paladin
"Aug 30 2020, 10:00 CEST","""a magic sword""","""a demon helmet""","""a vampire shield""","""a lunar staff""",207,Knight semskill,Pacera,Female,95x an ultimate mana potion (Store Item),"Achievement ""Becoming a Bigfoot"" accomplished",79 Magic Level (Loyalty bonus not included),207 Level,127 Achievement Points,"Aug 29 2020, 10:08 CEST",Sold,751,Elder Druid
"Aug 30 2020, 10:00 CEST","""a royal helmet""","""a demon shield""","""a tower shield""","""Zaoan legs""",75,Draxler Trox,Descubra,Male,300x an ultimate health potion (Store Item),Daily Reward Streak: 79/7,109 Sword Fighting (Loyalty bonus not included),75 Level,102 Shielding (Loyalty bonus not included),"Aug 29 2020, 10:08 CEST",Sold,2101,Elite Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",113,Druid Brisadoo,Estela,Male,121x a great mana potion (Store Item),113 Level,,,,"Aug 29 2020, 10:08 CEST",Not Sold,700,Druid
"Aug 30 2020, 10:00 CEST","""boots of haste""","""a hat of the mad""","""a backpack of holding""","""a silver token""",136,Solavanco,Libertabra,Male,,,,,,"Aug 29 2020, 10:09 CEST",Not Sold,3250,Elder Druid
"Aug 30 2020, 10:00 CEST","""a wooden doll""","""a voodoo doll""","""a mirror""","41x ""a banana""",129,Joaao The One,Libertabra,Male,373x an ultimate mana potion (Store Item),"Achievement ""Turncoat"" accomplished","Achievement ""High Inquisitor"" accomplished",64 Magic Level (Loyalty bonus not included),,"Aug 29 2020, 10:09 CEST",Not Sold,1700,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""a prismatic armor""","""prismatic legs""","""prismatic boots""","""an enchanted werewolf amulet""",195,Gordex Royal,Kenora,Male,1855x an ultimate spirit potion (Store Item),25 Magic Level (Loyalty bonus not included),195 Level,113 Distance Fighting (Loyalty bonus not included),102 Shielding (Loyalty bonus not included),"Aug 29 2020, 10:06 CEST",Sold,2000,Royal Paladin
"Aug 30 2020, 10:00 CEST","""a necromancer shield""","""a royal crossbow""","""grasshopper legs""","""a prismatic armor""",345,Khalifa Bagda,Epoca,Male,1x a ferumbras exercise dummy (Store Item),116 Distance Fighting (Loyalty bonus not included),102 Shielding (Loyalty bonus not included),"Total Charm Points 1356, Unused Charm Points: 156",30 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:07 CEST",Sold,3001,Royal Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",263,Anlightuss,Unica,Male,118 Achievement Points,"Total Charm Points 1682, Unused Charm Points: 282",28 Magic Level (Loyalty bonus not included),98 Distance Fighting (Loyalty bonus not included),,"Aug 29 2020, 10:05 CEST",Sold,3901,Royal Paladin
"Aug 30 2020, 10:00 CEST","""a focus cape""","""a batwing hat""","""alloy legs""","""a wooden spellbook""",90,Druidaao Vidaloka,Garnera,Male,2160x a sudden death rune (Store Item),71 Magic Level (Loyalty bonus not included),90 Level,"Blessings active: 7/7, Twist of Fate active: yes",Character World Transfer available,"Aug 29 2020, 10:09 CEST",Sold,178,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",117,Saoth Xaran,Relembra,Male,1150x a supreme health potion (Store Item),111 Club Fighting (Loyalty bonus not included),104 Shielding (Loyalty bonus not included),Character World Transfer available,117 Level,"Aug 29 2020, 10:09 CEST",Sold,2501,Elite Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",168,Thade Alad,Menera,Male,86 Achievement Points,106 Distance Fighting (Loyalty bonus not included),"Total Charm Points 185, Unused Charm Points: 185",94 Shielding (Loyalty bonus not included),Unused Task Tokens: 290,"Aug 29 2020, 10:08 CEST",Sold,800,Royal Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",104,Lee Fury,Kalibra,Male,Character World Transfer available,112 Axe Fighting (Loyalty bonus not included),105 Shielding (Loyalty bonus not included),,,"Aug 29 2020, 10:11 CEST",Not Sold,750,Elite Knight
"Aug 30 2020, 10:00 CEST","""a necromancer shield""","""a fireborn giant armor""","""ornate legs""","""a gnome sword""",424,Maduss,Refugia,Male,Unlocked Powerful Imbuements: 16,110 Sword Fighting (Loyalty bonus not included),105 Shielding (Loyalty bonus not included),424 Level,11 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:05 CEST",Sold,4500,Knight
"Aug 30 2020, 10:00 CEST","""boots of haste""","""a demon helmet""","""a paladin armor""","""Zaoan legs""",23,Eowar Actonisy,Firmera,Female,Character World Transfer available,"286991 Gold total in bank, inventory and depot",13 Magic Level (Loyalty bonus not included),115 Distance Fighting (Loyalty bonus not included),105 Shielding (Loyalty bonus not included),"Aug 29 2020, 10:08 CEST",Not Sold,2000,Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",287,Holky,Ferobra,Male,90x an ultimate mana potion (Store Item),91 Magic Level (Loyalty bonus not included),287 Level,10 Quests completed,,"Aug 29 2020, 10:11 CEST",Sold,2601,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""a spellbook of dark mysteries""","""a yalahari mask""","""a wand of everblazing""","""a sun catcher""",112,Oxydian uhkor,Kalibra,Male,500x an ultimate mana potion (Store Item),"Achievement ""High Inquisitor"" accomplished",66 Magic Level (Loyalty bonus not included),Daily Reward Streak: 26/7,"Achievement ""Becoming a Bigfoot"" accomplished","Aug 29 2020, 10:11 CEST",Not Sold,250,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""a magic plate armor""","""a pair of soft boots""","""(no item for display selected)""","""(no item for display selected)""",134,Poliack Maneh,Talera,Male,93 Shielding (Loyalty bonus not included),Character World Transfer available,98 Axe Fighting (Loyalty bonus not included),"131469 Gold total in bank, inventory and depot",47 Achievement Points,"Aug 29 2020, 10:12 CEST",Not Sold,1000,Elite Knight
"Aug 30 2020, 10:00 CEST","""boots of haste""","""a royal helmet""","""a focus cape""","""a prismatic ring""",132,Mci Giraum,Wintera,Male,1183x an ultimate mana potion (Store Item),132 Level,71 Magic Level (Loyalty bonus not included),,,"Aug 29 2020, 10:11 CEST",Sold,501,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""a yalahari leg piece""","""an elite draken helmet""","""a depth lorica""","""a bow of destruction""",207,Golden Zipus,Ferobra,Male,11 Quests completed,"261280 Gold total in bank, inventory and depot",103 Distance Fighting (Loyalty bonus not included),90 Shielding (Loyalty bonus not included),"Achievement ""In Shining Armor"" accomplished","Aug 29 2020, 10:11 CEST",Not Sold,1250,Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",109,Nhini steel,Talera,Male,,,,,,"Aug 29 2020, 10:12 CEST",Sold,300,Paladin
"Aug 30 2020, 10:00 CEST","97x ""a great mana potion""","150x ""a sudden death rune""","""a focus cape""","""a gill gugel""",133,Druid krin,Lutabra,Male,Character World Transfer available,133 Level,71 Magic Level (Loyalty bonus not included),4 Quests completed,,"Aug 29 2020, 10:12 CEST",Sold,402,Druid
